Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Stuart Fairchild","CLE",6,28,25,6,4,1,0,1,3,3,2,0,7,0,0,0,,1,0,0.224496,0.0785994,0.266216,0.295247,0.295702,0.361332,0.289886,0.657034,0.136836,5.37846,0.288823,-0.0204722,0.0253966,2.74737,-0.520199,85.4203,0.00492436,-0.0687281,-0.4702852596528828,-0.26625896990299225,0.0220557,999,,,,,,,28.8,4.8,28.8,4.8,,,,,,,,,,,,,,,,,,,"Stuart Fairchild","20321",656413
"Blaine Crim","COL",27,118,106,26,17,5,0,4,13,14,10,0,27,1,1,0,,1,0,0.249228,0.0842998,0.226959,0.371432,0.319159,0.4168,0.319216,0.73596,0.167573,3.46465,0.296226,-0.0704703,-0.131409,14.5655,0.591533,90.6052,-0.201879,0.0607026,-1.5187416821718216,-2.200254190713167,0.02195,999,,,,,,,126.6,4.688888888,126.6,4.688888888,,,,,,,,,,,,,,,,,,,"Blaine Crim","25714",688760
"Mickey Gasper","BOS",2,6,6,1,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.239275,0.104899,0.194201,0.540159,0.329813,0.375232,0.312745,0.705045,0.135957,3.63253,0.280801,-0.00395439,-0.00576957,0.749941,-0.00160041,95.7862,-0.00972396,-0.0217491,-0.04131331015378237,0.10247927159070969,0.0218979,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Mickey Gasper","24759",681508
"Nick Madrigal","LAA",3,14,13,3,3,1,0,0,1,1,1,0,2,0,0,0,,0,0,0.264318,0.0547997,0.123251,0.444618,0.316875,0.35417,0.296807,0.671045,0.0898523,4.20753,0.295278,-0.0110145,-0.0095485,1.45138,-0.182406,87.825,-0.020563,-0.0950725,-0.21897868625819683,-0.045689746737480164,0.0216278,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Nick Madrigal","20521",663611
"Elias Díaz","KCR",3,13,12,3,2,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.228372,0.0671992,0.238254,0.282049,0.28493,0.363641,0.283856,0.648571,0.135269,3.00686,0.277901,-0.0296297,-0.0139402,1.20151,-0.301571,77.0652,-0.0435699,-0.0207051,-0.38743582367897034,0.22775169275701046,0.0214452,999,,,,,,,10.7,3.566666666,10.7,3.566666666,,,,,,,,,,,,,,,,,,,"Elias Diaz","11680",553869
"Kyren Paris","LAA",3,14,12,2,2,0,0,0,1,1,1,0,5,0,0,0,,1,0,0.203787,0.0935989,0.327619,0.285694,0.286684,0.348751,0.281642,0.635436,0.144965,6.24998,0.284723,0,0.0357227,1.28113,-0.352657,77.3781,0.0357227,0.0149206,-0.3329441361129284,0.06430335063487291,0.0212214,999,,,,,,,4.1,1.366666666,4.1,1.366666666,,,,,,,,,,,,,,,,,,,"Kyren Paris","26420",677347
"Tre' Morgan","TBR",5,21,18,4,3,1,0,0,2,2,2,0,5,0,0,0,,0,0,0.238412,0.106199,0.218529,0.485972,0.326249,0.365272,0.306419,0.69152,0.12686,4.40613,0.29259,0,-0.0128937,2.35355,-0.112445,94.7422,-0.0128937,0,-0.142225231975317,-0.37268519401550293,0.0208349,999,,,,,,,13.3,2.66,13.3,2.66,,,,,,,,,,,,,,,,,,,"Tre' Morgan","sa3022919",691003
"Gabriel Rincones Jr.","PHI",8,35,30,7,4,1,0,1,4,4,4,0,10,0,0,0,,1,0,0.214569,0.103101,0.273914,0.376397,0.302942,0.364959,0.294282,0.667901,0.15039,4.84802,0.273673,-0.00523213,0.0146493,3.57981,-0.530181,85.5672,0.00941715,0,-0.5855933707207441,-0.37268519401550293,0.0203237,999,,,,,,,35.4,4.425,35.4,4.425,,,,,,,,,,,,,,,,,,,"Gabriel Rincones Jr.","sa3020758",687282
"Trey Sweeney","DET",3,14,12,3,2,1,0,0,1,1,1,0,4,0,0,0,,0,0,0.218976,0.0826992,0.269457,0.30691,0.288471,0.345524,0.27997,0.633994,0.126548,4.96325,0.284624,-0.00768492,-0.000328325,1.26236,-0.371425,77.1538,-0.00801324,-0.0461095,-0.38033547531813383,0.10203863680362701,0.0202334,999,,,,,,,10.7,3.566666666,10.7,3.566666666,,,,,,,,,,,,,,,,,,,"Trey Sweeney","29575",700242
"Spencer Jones","NYY",5,21,19,4,2,1,0,1,2,2,2,0,8,0,0,0,,1,0,0.215968,0.075699,0.372534,0.2032,0.280251,0.393813,0.292569,0.674064,0.177845,5.1481,0.311804,-0.00333333,0.0181758,2.1057,-0.344976,87.2119,0.0148424,0,-0.2977683003991842,-0.2222222238779068,0.0198585,999,,,,,,,23.6,4.72,23.6,4.72,,,,,,,,,,,,,,,,,,,"Spencer Jones","sa3019969",682987
"Jerar Encarnacion","SFG",32,138,124,28,18,5,0,5,15,16,11,0,45,1,1,0,,1,0,0.227772,0.0830003,0.322872,0.257069,0.296611,0.387655,0.298951,0.684267,0.159883,3.79354,0.310046,-0.133204,-0.106376,14.7545,-1.58335,92.7697,-0.23958,-0.0185866,-1.4244838804006577,-2.981549507007003,0.0197371,999,,,,,,,132.2,4.13125,132.2,4.13125,,,,,,,,,,,,,,,,,,,"Jerar Encarnacion","21871",666464
"Curtis Mead","CHW",2,7,6,2,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.246017,0.0681013,0.217036,0.313779,0.309361,0.38452,0.304016,0.693881,0.138503,4.45897,0.296207,0.00213954,-0.00404214,0.770941,-0.0510577,93.7115,-0.0019026,-0.0183643,-0.05346417659893632,0.0064813364297151566,0.0196986,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Curtis Mead","23986",678554
"Edwin Arroyo","CIN",5,21,19,5,3,1,0,0,2,2,1,0,4,0,0,0,,0,0,0.247187,0.0615998,0.199035,0.309493,0.299479,0.351076,0.286658,0.650554,0.103889,4.61457,0.299751,-0.0016011,-0.00825819,2.01871,-0.447289,77.0751,-0.0098593,0,-0.5769226904958487,0.07453703880310059,0.0196202,999,,,,,,,14.9,2.98,14.9,2.98,,,,,,,,,,,,,,,,,,,"Edwin Arroyo","sa3017626",695490
"Enmanuel Valdez","PIT",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.233352,0.0934994,0.227712,0.410603,0.308941,0.409424,0.312667,0.718366,0.176072,4.25905,0.272539,-0.00182092,-0.00629117,0.819805,-0.00219358,97.8884,-0.00811209,-0.0429435,-0.025522753596305847,-0.01809777319431305,0.0192106,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Enmanuel Valdez","21716",665839
"Kevin Alcántara","CHC",5,21,19,4,3,1,0,1,2,2,2,0,6,0,0,0,,0,0,0.227963,0.0750006,0.302084,0.248278,0.289028,0.36281,0.286298,0.651838,0.134847,3.92252,0.307902,0.000866368,-0.00312304,2.0126,-0.453391,83.5008,-0.00225668,0.0225256,-0.4103762067388743,-0.1017028409987688,0.0186285,999,,,,,,,21.7,4.34,21.7,4.34,,,,,,,,,,,,,,,,,,,"Kevin Alcantara","25971",682634
"Jose Miranda","SDP",3,14,13,3,2,1,0,0,1,2,1,0,3,0,0,0,,0,0,0.241016,0.0569993,0.191118,0.298241,0.291028,0.380457,0.2925,0.671485,0.139442,3.38385,0.27494,0.0105805,-0.0158547,1.40303,-0.23076,89.6956,-0.00527428,-0.00963997,-0.17414353741332889,-0.10840540379285812,0.0181447,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Jose Miranda","20538",669304
"Josh Kasevich","TOR",3,14,13,3,2,1,0,0,1,1,1,0,2,0,0,0,,0,0,0.238292,0.0688004,0.160496,0.428673,0.295264,0.317892,0.272949,0.613156,0.0795997,3.75888,0.277461,-0.00216592,-0.0103579,1.19094,-0.453055,73.172,-0.0125239,0,-0.4524699077010155,0.14907407760620117,0.0179699,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Josh Kasevich","sa3020203",688460
"Jhonny Pereda","SEA",2,6,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.228647,0.101399,0.262533,0.386233,0.311677,0.327264,0.287058,0.638941,0.0986175,3.0858,0.30631,-0.00405308,-0.00789471,0.613454,-0.133419,88.8187,-0.0119478,-0.0397587,-0.0952490409836173,0.08369804546236992,0.0179562,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Jhonny Pereda","19802",640902
"Chas McCormick","CHC",5,21,19,4,3,1,0,1,2,2,2,0,6,0,0,0,,1,0,0.22831,0.0840007,0.264616,0.317444,0.302516,0.363728,0.294166,0.666244,0.135418,5.03486,0.289397,-0.0421308,0.0107647,2.14593,-0.320066,88.8908,-0.0313661,-0.0887757,-0.30616071820259094,-0.21300409734249115,0.0179035,999,,,,,,,23.6,4.72,23.6,4.72,,,,,,,,,,,,,,,,,,,"Chas McCormick","19599",676801
"Rodolfo Durán","SDP",2,6,6,1,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.223818,0.0550001,0.233782,0.235263,0.271259,0.366741,0.27779,0.638,0.142923,3.68154,0.267351,-0.00257545,-0.00506416,0.565889,-0.180984,79.6186,-0.00763961,0,-0.16033045202493668,0.12345679104328156,0.0177373,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Rodolfo Duran","sa877500",660710
"Kameron Misner","KCR",6,28,24,5,3,1,0,1,3,3,3,0,9,0,0,0,,1,0,0.20821,0.106299,0.32242,0.329692,0.296693,0.346293,0.285712,0.642986,0.138083,5.23625,0.29589,-0.0200127,0.0297983,2.67024,-0.617752,78.3437,0.00978555,0.00461833,-0.7004876006394625,-0.09476439468562603,0.016658,999,,,,,,,27.2,4.533333333,27.2,4.533333333,,,,,,,,,,,,,,,,,,,"Kameron Misner","26374",670224
"Anthony Seigler","BOS",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.220338,0.124898,0.22621,0.552136,0.323523,0.34783,0.300833,0.671353,0.127493,5.2552,0.274832,-0.000346237,0.00629363,0.752966,-0.0690324,87.5804,0.00594739,-0.0110796,-0.0958854197524488,0.013766108080744743,0.0161037,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Anthony Seigler","23802",678011
"Paul DeJong","NYY",5,21,19,4,2,1,0,1,2,2,1,0,7,0,0,0,,0,0,0.204911,0.0595008,0.316594,0.18794,0.26044,0.364456,0.272479,0.624897,0.159545,3.48708,0.264481,-0.0265899,-0.0145267,1.76739,-0.683289,73.3723,-0.0411167,0.00621583,-0.6920404508709908,0.12967261858284473,0.0155228,999,,,,,,,18.7,3.74,18.7,3.74,,,,,,,,,,,,,,,,,,,"Paul DeJong","18015",657557
"Tyler Callihan","PIT",8,35,32,7,5,2,0,1,3,3,3,0,9,0,0,0,,1,0,0.228184,0.0744005,0.268217,0.277389,0.290334,0.344988,0.280554,0.635322,0.116804,5.43361,0.301407,-0.00826797,0.0253,3.19211,-0.917881,75.8899,0.017032,-0.053366,-0.9769346285611391,-0.028520338237285614,0.015497,999,,,,,,,33.3,4.1625,33.3,4.1625,,,,,,,,,,,,,,,,,,,"Tyler Callihan","27497",682997
"Jhonkensy Noel","BAL",2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.23096,0.0591,0.271452,0.217718,0.284896,0.436318,0.310006,0.721215,0.205359,3.31762,0.270128,-0.00127553,-0.00717855,0.804777,-0.0172218,99.5397,-0.00845407,-0.00198416,-0.012227834668010473,-0.07652119384147227,0.0154254,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Jhonkensy Noel","24257",678877
"A.J. Vukovich","ARI",3,14,13,3,2,1,0,0,2,2,1,0,4,0,0,0,,0,0,0.241066,0.0687994,0.290471,0.236855,0.297042,0.397472,0.301227,0.694514,0.156406,4.21203,0.316458,-0.00114695,-0.0126097,1.501,-0.132781,90.9514,-0.0137567,0,-0.16204541362822056,-0.14814814925193787,0.0153163,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"A.J. Vukovich","sa3014525",691021
"Brandon Valenzuela","TOR",3,13,11,2,2,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.201332,0.0827997,0.26668,0.310483,0.27184,0.315421,0.260968,0.587261,0.114088,3.49878,0.259144,-0.00205882,-0.0106386,0.965111,-0.537972,64.9183,-0.0126974,0,-0.5386834954842925,0.24845679104328156,0.0151163,999,,,,,,,3.2,1.066666666,3.2,1.066666666,,,,,,,,,,,,,,,,,,,"Brandon Valenzuela","sa3005729",678218
"Grant McCray","SFG",6,28,25,5,3,1,0,1,3,3,2,0,8,0,0,0,,1,0,0.214752,0.0760996,0.305743,0.2489,0.278732,0.346088,0.275085,0.624819,0.131336,6.08456,0.29565,-0.0014382,0.0310032,2.41504,-0.85253,76.4206,0.0295649,0.0650067,-0.7432760279625654,-0.03375869244337082,0.0146055,999,,,,,,,23.2,3.866666666,23.2,3.866666666,,,,,,,,,,,,,,,,,,,"Grant McCray","25690",687529
"Weston Wilson","BAL",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.22003,0.0944992,0.276453,0.341827,0.297834,0.373095,0.294894,0.670929,0.153065,4.77355,0.279356,-0.00537563,0.00211217,0.719419,-0.102579,89.1295,-0.00326345,-0.0292972,-0.09239468886516988,-0.004451483488082886,0.014597,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Weston Wilson","19358",642215
"Samad Taylor","SDP",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.232398,0.0890999,0.250772,0.355303,0.305474,0.344765,0.289012,0.650239,0.112367,5.88526,0.300223,-0.00128736,0.0141369,0.681936,-0.134957,87.3064,0.0128496,-0.0226207,-0.09116188436746597,0.0020706672221422195,0.0144113,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Samad Taylor","22274",669392
"César Salazar","HOU",2,6,6,1,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.203714,0.091102,0.221182,0.411887,0.294174,0.315723,0.274937,0.609897,0.112009,3.79036,0.248158,-0.00172043,-0.00616437,0.551251,-0.195622,74.5132,-0.0078848,-0.0389964,-0.19776224624365568,0.08446037396788597,0.0140064,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Cesar Salazar","21587",663967
"Jonatan Clase","TOR",3,14,12,3,2,1,0,0,2,1,1,0,4,0,0,0,,1,0,0.223147,0.0827993,0.267081,0.310016,0.292298,0.351575,0.284456,0.643873,0.128428,5.77483,0.29002,0.00362738,0.0396815,1.32092,-0.323073,81.0984,0.0433089,-0.0276239,-0.26665473356842995,-0.07731527648866177,0.0138187,999,,,,,,,12.6,4.2,12.6,4.2,,,,,,,,,,,,,,,,,,,"Jonatan Clase","26599",682729
"Justin Foscue","TEX",3,14,12,3,2,1,0,0,2,2,1,0,3,0,0,0,,0,0,0.224221,0.0920986,0.199475,0.461706,0.30441,0.381172,0.301632,0.685583,0.156952,3.75128,0.254783,-0.0022891,-0.0114083,1.51496,-0.129039,93.7323,-0.0136974,0.0194573,-0.11647980008274317,-0.2289994452148676,0.0136642,999,,,,,,,10.7,3.566666666,10.7,3.566666666,,,,,,,,,,,,,,,,,,,"Justin Foscue","27501",679822
"Tommy Pham","NYM",3,14,12,3,2,1,0,0,2,1,1,0,3,0,0,0,,0,0,0.238654,0.0917994,0.236984,0.387366,0.311742,0.374195,0.300841,0.685937,0.135541,4.36582,0.294701,-0.0306317,-0.00552235,1.50602,-0.13798,94.9717,-0.036154,-0.064204,-0.11907248198986053,-0.21327803283929825,0.0133434,999,,,,,,,10.7,3.566666666,10.7,3.566666666,,,,,,,,,,,,,,,,,,,"Tommy Pham","2967",502054
"Tristan Peters","CHW",29,125,112,25,17,5,1,2,13,12,11,0,27,1,1,0,,2,1,0.226694,0.0870002,0.214117,0.406322,0.299095,0.346959,0.285897,0.646054,0.120265,4.64635,0.275402,-0.0157696,-0.242874,12.0348,-2.76116,81.2301,-0.258643,-0.307644,-3.0288750529289246,-1.152397096157074,0.0133034,999,,,,,,,104,3.586206896,104,3.586206896,,,,,,,,,,,,,,,,,,,"Tristan Peters","30063",671976
"Hao-Yu  Lee","DET",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.227049,0.0796978,0.22942,0.347389,0.297299,0.358158,0.288898,0.655456,0.131109,5.47368,0.279017,0,0.00137395,0.681295,-0.135598,83.304,0.00137395,0,-0.1346725788898766,0.02469135820865631,0.0131009,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Hao-Yu  Lee","sa3017863",701678
"Matt Thaiss","BOS",2,6,5,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.220968,0.123899,0.259114,0.478163,0.32555,0.338285,0.299432,0.663835,0.117317,3.91637,0.292395,-0.012046,-0.00668597,0.681191,-0.0703503,86.6153,-0.018732,-0.0495741,-0.11907122656702995,0.07465429231524467,0.0130422,999,,,,,,,3.6,1.8,3.6,1.8,,,,,,,,,,,,,,,,,,,"Matt Thaiss","19318",642136
"Tyler Black","MIL",3,14,12,3,2,1,0,0,2,1,2,0,4,0,0,0,,0,0,0.219169,0.117599,0.261311,0.450035,0.320631,0.352918,0.301115,0.673549,0.133749,5.79271,0.285187,-0.00119149,0.0145906,1.50912,-0.134882,92.6132,0.0133991,0.018766,-0.1084127239882946,-0.22969083487987518,0.0127548,999,,,,,,,13.7,4.566666666,13.7,4.566666666,,,,,,,,,,,,,,,,,,,"Tyler Black","29949",672012
"Jonathon Long","CHC",2,7,6,2,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.245442,0.0990002,0.230799,0.428946,0.326948,0.387502,0.314892,0.71445,0.14206,3.1104,0.299439,-0.000383333,-0.00981717,0.832375,0.0103767,103.089,-0.0102005,0,0.015266726724803448,-0.12422839552164078,0.0125254,999,,,,,,,8.2,4.1,8.2,4.1,,,,,,,,,,,,,,,,,,,"Jonathon Long","sa3022864",675085
"LaMonte Wade Jr.","CHW",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.229653,0.130101,0.225632,0.576605,0.337088,0.376389,0.315885,0.713477,0.146736,3.33569,0.276204,-0.0188029,-0.00892396,0.837984,0.0159857,101.888,-0.0277269,-0.0349197,-0.01224508136510849,-0.10945674777030945,0.0120539,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"LaMonte Wade Jr.","18126",664774
"Tyler Tolbert","KCR",32,139,127,29,20,6,1,2,15,12,8,0,35,2,1,0,,11,2,0.225911,0.0602003,0.248272,0.242477,0.281917,0.322763,0.268279,0.604679,0.0968511,6.69521,0.293864,-0.0940718,1.01426,11.3819,-5.0581,66.3347,0.920187,-0.122489,-4.600516140460968,-0.072797991335392,0.0119725,999,,,,,,,122.6,3.83125,122.6,3.83125,,,,,,,,,,,,,,,,,,,"Tyler Tolbert","25779",686475
"RJ Schreck","TOR",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.217302,0.113699,0.248747,0.457084,0.317593,0.367278,0.304099,0.684871,0.149976,4.0256,0.269374,-0.00100312,-0.00535558,0.771412,-0.0505865,94.6299,-0.0063587,0,-0.05039046052843332,-0.07453703880310059,0.0117239,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"RJ Schreck","sa3022602",702302
"Nick Sogard","BOS",3,14,12,3,2,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.240097,0.104899,0.222524,0.471405,0.324422,0.336123,0.296159,0.660545,0.0960255,4.10251,0.306389,-0.0170857,-0.00495807,1.45313,-0.190864,84.3607,-0.0220438,-0.0381143,-0.2785083819180727,-0.08780564367771149,0.0115326,999,,,,,,,10.7,3.566666666,10.7,3.566666666,,,,,,,,,,,,,,,,,,,"Nick Sogard","25483",686765
"Ben Rortvedt","NYM",2,6,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.203811,0.094901,0.263611,0.360004,0.288544,0.310287,0.26992,0.598831,0.106475,3.26861,0.265832,-0.00439411,-0.00665693,0.528784,-0.222757,73.7897,-0.011051,-0.033571,-0.2086370987817645,0.09065743535757065,0.0114851,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Ben Rortvedt","20287",666163
"Willie MacIver","TEX",2,6,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.224302,0.0751004,0.269238,0.278937,0.292011,0.355443,0.285711,0.647454,0.131141,4.72341,0.290549,-0.00126772,-0.00149341,0.610335,-0.141207,82.765,-0.00276112,-0.0212343,-0.1319648139178753,0.10299414210021496,0.0114416,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Willie MacIver","24641",680862
"Hayden Senger","NYM",2,6,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.204828,0.0592019,0.296792,0.199473,0.260951,0.307083,0.252227,0.568034,0.102255,4.3431,0.280137,-0.00377934,-0.00328056,0.437417,-0.314125,61.6696,-0.0070599,0.00566901,-0.29601356433704495,0.12989740911871195,0.0114077,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Hayden Senger","21489",663584
"Victor Mesa Jr.","TBR",2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.237269,0.0717985,0.212113,0.338491,0.295837,0.380607,0.295649,0.676445,0.143339,4.07496,0.279146,0.000923518,-0.00393931,0.723685,-0.0983131,87.3232,-0.0030158,-0.0461759,-0.1069576246663928,-0.021330229938030243,0.0113801,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Victor Mesa Jr.","25999",683748
"César Prieto","STL",2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.251861,0.0473994,0.158845,0.2984,0.29387,0.363077,0.287483,0.656947,0.111216,4.32905,0.285934,-0.00221652,-0.00614729,0.677561,-0.144438,84.6682,-0.00836381,-0.0106796,-0.1347777685150504,0.01416607853025198,0.0113334,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Cesar Prieto","30163",693409
"Max Anderson","DET",2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.247812,0.0524014,0.17109,0.30628,0.292356,0.368962,0.287372,0.661319,0.12115,3.25072,0.282338,-0.000411311,-0.00698921,0.672729,-0.144164,82.2528,-0.00740052,0,-0.15201320825144649,0.02469135820865631,0.0113267,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Max Anderson","sa3022567",801194
"Rhylan Thomas","SEA",2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.263668,0.0645997,0.1043,0.619363,0.315372,0.352872,0.295071,0.668244,0.0892039,4.3248,0.283963,-0.00135364,0.00253854,0.715946,-0.100946,94.3388,0.0011849,-0.0105584,-0.044945134315639734,-0.08463245071470737,0.0110959,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Rhylan Thomas","31793",689041
"Vidal Bruján","NYM",2,7,6,1,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.228572,0.0835992,0.20988,0.398318,0.300902,0.338883,0.283092,0.639785,0.110311,4.84522,0.278897,0.00565232,-0.000994586,0.65276,-0.169239,82.8134,0.00465774,-0.0122163,-0.13704989338293672,0.012629370205104351,0.0109437,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Vidal Brujan","20536",660644
"Junior Perez","ATH",6,28,25,5,3,1,0,1,3,3,3,0,9,0,0,0,,1,0,0.206859,0.0953009,0.320187,0.297642,0.285983,0.354799,0.282538,0.640782,0.14794,5.36052,0.28604,-0.00221878,0.0257913,2.59852,-0.689469,76.3543,0.0235725,0,-0.7519474793225527,-0.09938272088766098,0.0109205,999,,,,,,,26.2,4.366666666,26.2,4.366666666,,,,,,,,,,,,,,,,,,,"Junior Perez","sa3005744",678577
"Gustavo Campero","LAA",2,7,6,1,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.240198,0.0727006,0.206933,0.351325,0.310634,0.382925,0.30455,0.693559,0.142727,5.72636,0.283125,-0.000223152,0.00901019,0.769152,-0.0477407,93.1587,0.00878703,-0.0136123,-0.04695876222103834,-0.08768634777516127,0.0105775,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Gustavo Campero","22707",672569
"Maverick Handley","BAL",2,6,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.198079,0.095503,0.277021,0.34475,0.28559,0.293698,0.262951,0.579287,0.095619,4.57229,0.268629,-0.00355147,-0.00258319,0.492799,-0.258742,67.1255,-0.00613466,-0.0268333,-0.2525814143009484,0.09739506058394909,0.0101046,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Maverick Handley","26106",668974
"Kahlil Watson","CLE",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.21012,0.0795996,0.308052,0.258397,0.280406,0.358835,0.28117,0.639241,0.148716,5.11007,0.280774,0,0.00226367,0.637918,-0.178975,79.416,0.00226367,0,-0.16546399053186178,0.02469135820865631,0.00995054,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Kahlil Watson","sa3017513",696135
"Josh Rojas","KCR",2,7,6,1,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.241564,0.0903011,0.213613,0.422732,0.313133,0.35473,0.295745,0.667863,0.113166,4.73273,0.297749,-0.00943297,0.00302002,0.724227,-0.0977716,85.2548,-0.00641295,-0.0463654,-0.12731481064110994,-0.021519765257835388,0.00927791,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Josh Rojas","19734",668942
"Akil Baddoo","MIL",3,14,12,3,2,1,0,0,1,1,1,0,4,0,0,0,,0,0,0.213548,0.1066,0.296314,0.359754,0.300081,0.360039,0.291383,0.66012,0.146491,5.73931,0.287008,0.0185358,0.012339,1.39918,-0.244816,85.9466,0.0308748,-0.0230509,-0.20087172277271748,-0.17212500050663948,0.0091848,999,,,,,,,10.7,3.566666666,10.7,3.566666666,,,,,,,,,,,,,,,,,,,"Akil Baddoo","22168",668731
"Brett Wisely","ATL",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.230007,0.0815006,0.237162,0.34365,0.297516,0.348081,0.28499,0.645597,0.118074,4.55938,0.28864,-0.00538556,-0.00163982,0.663482,-0.158516,80.3418,-0.00702538,-0.00722799,-0.1691115372814238,0.01761768525466323,0.0081738,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Brett Wisely","27735",689172
