Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Nacho Alvarez Jr.","ATL",2,7,6,1,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.239001,0.0864999,0.214491,0.403281,0.316286,0.337865,0.292402,0.654151,0.098864,3.87133,0.297615,-0.0045193,-0.00478035,0.705345,-0.116653,85.4191,-0.00929965,-0.100743,-0.12952284514904022,-0.026205651462078094,0.00774054,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Nacho Alvarez Jr.","31765",805373
"James Triantos","CHC",2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.24152,0.0549996,0.162108,0.339277,0.289236,0.336289,0.275993,0.625525,0.0947692,5.50202,0.278469,0,0.0122388,0.61266,-0.209338,76.4412,0.0122388,0,-0.18200907949358225,0.024845678359270096,0.00759373,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"James Triantos","sa3017295",701649
"Shay Whitcomb","HOU",2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.216805,0.0701003,0.285264,0.245738,0.278945,0.375805,0.285225,0.65475,0.159,4.45478,0.272518,-0.00199773,0.00122098,0.660678,-0.156215,81.6,-0.000776753,-0.0439501,-0.15070840739645064,-0.01925869658589363,0.00696358,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Shay Whitcomb","27789",694376
"Rowdy Tellez","ATL",8,35,32,7,5,1,0,2,4,5,3,0,9,0,0,0,,0,0,0.232765,0.0755998,0.249727,0.30273,0.294643,0.420366,0.309106,0.715009,0.187601,2.90463,0.269477,-0.0520533,-0.0393105,3.99847,-0.111523,96.8619,-0.0913638,0,-0.2207368016242981,-0.8695987462997437,0.00681261,999,,,,,,,37.9,4.7375,37.9,4.7375,,,,,,,,,,,,,,,,,,,"Rowdy Tellez","15679",642133
"Sterlin Thompson","COL",2,7,6,2,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.254654,0.0714006,0.232853,0.306633,0.318175,0.40993,0.317381,0.728106,0.155277,5.08474,0.312555,-0.00109648,-0.00317495,0.846431,0.0244327,89.3483,-0.00427143,0,-0.09209735784679651,-0.07453703880310059,0.00662473,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Sterlin Thompson","sa3019999",694514
"Jose Herrera","TEX",2,6,6,1,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.214476,0.0981018,0.235792,0.416053,0.295792,0.310781,0.273253,0.606573,0.0963043,3.41948,0.27244,-0.0105863,-0.00570711,0.546001,-0.20554,74.1833,-0.0162934,-0.0324205,-0.2098306305706501,0.09180784970521927,0.00612378,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Jose Herrera","17040",645444
"Seby Zavala","LAD",2,6,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.178749,0.0833009,0.37721,0.220835,0.25434,0.310633,0.251844,0.564973,0.131884,4.02237,0.267289,-0.0117972,-0.00370382,0.432736,-0.314138,58.6156,-0.0155011,-0.0341628,-0.32554006576538086,0.08929396793246269,0.00605457,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Seby Zavala","18887",664874
"Dairon Blanco","TEX",2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,1,0,0.233187,0.0670981,0.254144,0.264016,0.294661,0.354697,0.2865,0.649358,0.12151,6.5757,0.297492,-0.0028,0.04523,0.672011,-0.149988,83.3086,0.04243,-0.01288,-0.09442909061908722,-0.08741703908890486,0.00590041,999,,,,,,,1.5,0.75,1.5,0.75,,,,,,,,,,,,,,,,,,,"Dairon Blanco","19779",680118
"Kevin Newman","KCR",2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.248811,0.0531988,0.171021,0.311066,0.293122,0.345038,0.280293,0.63816,0.0962268,4.45274,0.291337,0.00471396,-0.000195871,0.636947,-0.185051,74.6101,0.00451809,-0.00507658,-0.20366337709128857,0.01976910186931491,0.00569086,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Kevin Newman","17696",621028
"Rece Hinds","CIN",2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.228359,0.0595991,0.325559,0.183067,0.279795,0.419114,0.300577,0.69891,0.190756,4.98842,0.300735,0.00145232,0.0045185,0.751516,-0.0704823,86.6096,0.00597082,0.00103737,-0.10443606041371822,-0.07349966769106686,0.00546846,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Rece Hinds","27493",677956
"Tomás Nido","DET",2,6,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.221113,0.0453982,0.250932,0.180918,0.262013,0.324251,0.257577,0.586264,0.103138,3.44559,0.279756,-0.0160281,-0.00465615,0.462157,-0.284716,61.7282,-0.0206843,-0.024464,-0.30581023544073105,0.09899282082915306,0.00533218,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Tomas Nido","13755",621512
"Ryan Ward","LAD",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.220209,0.0774,0.265249,0.291801,0.283087,0.39995,0.294646,0.683038,0.179742,4.64785,0.263748,-0.00268156,-0.00266841,0.713559,-0.103334,87.9362,-0.00534997,0,-0.10420080879703164,-0.07407407462596893,0.00528672,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Ryan Ward","sa1169792",669899
"Cavan Biggio","HOU",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.210071,0.109201,0.289296,0.377472,0.309337,0.322229,0.285746,0.631566,0.112157,4.19357,0.289415,-0.00786189,-0.0059095,0.663599,-0.153293,81.9585,-0.0137714,-0.0516335,-0.16078168246895075,-0.02694210782647133,0.00514685,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Cavan Biggio","19252",624415
"Héctor Rodríguez","CIN",2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.251469,0.0524988,0.178133,0.294717,0.294333,0.400804,0.300441,0.695137,0.149335,4.37711,0.280505,-0.000406566,-0.00271653,0.750753,-0.0712455,86.517,-0.00312309,0,-0.11429324210621417,-0.07453703880310059,0.00435381,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Hector Rodriguez","sa3015828",699302
"MJ Melendez","NYM",3,14,12,3,2,1,0,1,2,2,1,0,4,0,0,0,,0,0,0.211085,0.0856995,0.290385,0.295124,0.28367,0.386421,0.292049,0.670091,0.175336,4.49743,0.264834,-0.0106937,-0.0086302,1.4067,-0.237294,88.9492,-0.0193239,-0.0698657,-0.20155628211796284,-0.21893975883722305,0.00432502,999,,,,,,,20.1,6.7,20.1,6.7,,,,,,,,,,,,,,,,,,,"MJ Melendez","22197",669004
"Brennen Davis","SEA",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.198887,0.0804987,0.314169,0.256227,0.279037,0.360564,0.281832,0.639601,0.161678,3.78866,0.258423,-0.0015534,-0.00471722,0.64163,-0.175262,85.2186,-0.00627062,0,-0.1267166561447084,-0.07407407462596893,0.00380994,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Brennen Davis","sa3007876",680695
"Patrick Wisdom","SEA",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.195616,0.0814987,0.347869,0.23428,0.268073,0.40343,0.289921,0.671503,0.207814,3.96785,0.248665,-0.00816587,-0.00397097,0.687037,-0.129856,90.7909,-0.0121368,0.00816587,-0.08717646636068821,-0.11529092118144035,0.00363839,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Patrick Wisdom","13602",621550
"Chris Taylor","LAA",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.209341,0.0856019,0.325933,0.262637,0.286005,0.335154,0.275985,0.621159,0.125813,4.62524,0.297821,-0.00899489,0.00295161,0.608814,-0.208079,73.4817,-0.00604328,-0.00926746,-0.2221269137226045,0.015423895791172981,0.00320504,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Chris Taylor","13757",621035
"Nicky Lopez","COL",2,7,6,2,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.254151,0.0833007,0.15142,0.55013,0.323005,0.324131,0.290461,0.647137,0.0699807,4.98232,0.299169,0.00982193,-0.00150969,0.69438,-0.127618,70.9072,0.00831223,0.00610552,-0.23156475089490414,0.030951201915740967,0.00314824,999,,,,,,,8.2,4.1,8.2,4.1,,,,,,,,,,,,,,,,,,,"Nicky Lopez","19339",670032
"Matthew Lugo","LAA",10,41,38,9,5,2,0,1,4,4,2,0,13,0,0,0,,1,0,0.224283,0.0527995,0.306918,0.172031,0.271516,0.37758,0.281644,0.649095,0.153297,5.03816,0.299524,-0.00624898,-0.00336146,3.84347,-1.05788,77.3799,-0.00961045,0.162474,-1.115523250773549,-0.28197088837623596,0.0031389,999,,,,,,,35.5,3.55,35.5,3.55,,,,,,,,,,,,,,,,,,,"Matthew Lugo","25980",683090
"Sebastián Rivero","LAA",2,6,6,1,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.216495,0.0488002,0.22742,0.214582,0.261118,0.329624,0.259268,0.590742,0.113129,3.76056,0.263501,-0.0038835,-0.00486919,0.470837,-0.276037,61.9658,-0.00875268,-0.00699029,-0.2921083653345704,0.11646649986505508,0.00273007,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Sebastian Rivero","21735",665861
"Vimael Machín","COL",2,7,6,2,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.249184,0.077403,0.197975,0.390973,0.310955,0.37462,0.299789,0.685575,0.125436,4.36945,0.295039,-0.00642394,-0.00200777,0.747067,-0.0749312,77.2972,-0.00843171,-0.0373392,-0.19562153238803148,-0.012493472546339035,0.00238075,999,,,,,,,8.2,4.1,8.2,4.1,,,,,,,,,,,,,,,,,,,"Vimael Machin","17684",605353
"Alika Williams","PIT",3,14,13,3,2,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.230644,0.0663004,0.208866,0.317431,0.287889,0.328754,0.273334,0.616643,0.0981103,4.61536,0.28284,-0.0101517,-0.0084995,1.19529,-0.448705,70.9445,-0.0186512,-0.0916828,-0.4977904073894024,0.05739131569862366,0.00228869,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Alika Williams","27604",675961
"Korey Lee","CHW",2,6,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.21722,0.0570995,0.271934,0.209975,0.26519,0.357914,0.271722,0.623104,0.140694,3.92707,0.271766,0.00287802,-0.0017241,0.53809,-0.213451,71.4654,0.00115392,-0.0203155,-0.21275799942668527,0.10391293838620186,0.00208871,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Korey Lee","25543",686676
"Jared Serna","MIA",5,21,19,4,3,1,0,0,2,2,2,0,4,0,0,0,,0,0,0.220442,0.0755007,0.185264,0.40753,0.285726,0.3158,0.268078,0.601526,0.0953579,4.62243,0.261315,-0.00145775,-0.00227003,1.70387,-0.76212,67.8864,-0.00372777,0,-0.7980805446859449,0.12422839552164078,0.00207703,999,,,,,,,12.3,2.46,12.3,2.46,,,,,,,,,,,,,,,,,,,"Jared Serna","sa3015579",691858
"Garrett Stubbs","PHI",2,6,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.213985,0.0811006,0.248557,0.326286,0.28666,0.316366,0.269154,0.603026,0.102381,4.27105,0.27362,-0.00531604,-0.00208203,0.524833,-0.226708,68.3541,-0.00739807,-0.0167075,-0.2459606071934104,0.10752084851264954,0.00150514,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Garrett Stubbs","18067",596117
"Kemp Alderman","MIA",2,7,6,2,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.236065,0.0564011,0.253958,0.222089,0.283719,0.381885,0.289389,0.665604,0.145819,4.91177,0.292697,0,0.000470746,0.688326,-0.133672,82.4849,0.000470746,0,-0.14394530325080268,-0.07453703880310059,0.00132004,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Kemp Alderman","sa3022562",694580
"Dominic Fletcher","PIT",2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.236826,0.0633001,0.21559,0.293614,0.292005,0.361464,0.28637,0.653469,0.124638,4.23883,0.287438,-0.00383749,-0.00605328,0.671275,-0.150723,79.8744,-0.00989076,-0.0685515,-0.1758308708667755,-0.043705787509679794,0.00121217,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Dominic Fletcher","26149",666150
"Ben Gamel","ATL",8,35,30,7,4,1,0,1,4,3,4,0,10,0,0,0,,0,0,0.22167,0.1113,0.298715,0.372597,0.313201,0.353087,0.296755,0.666288,0.131417,3.6164,0.305192,-0.0385063,-0.0420243,3.64966,-0.460329,88.4011,-0.0805306,-0.214328,-0.5587089508771896,-0.5870127975940704,0.0011459,999,,,,,,,33.5,4.1875,33.5,4.1875,,,,,,,,,,,,,,,,,,,"Ben Gamel","12160",592325
"Kristian Robinson","ARI",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.213335,0.1027,0.333022,0.308389,0.299964,0.346615,0.28743,0.646579,0.13328,5.43209,0.309846,-0.0009937891,0.00364276,0.673057,-0.143836,81.5,0.00264897,0,-0.14894047169946134,-0.07407407462596893,0.000709297,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Kristian Robinson","sa3006884",677565
"Christian Encarnacion-Strand","CIN",2,7,6,2,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.24246,0.0534997,0.263469,0.203059,0.290434,0.434645,0.311846,0.725079,0.192185,3.35079,0.2903,0.00214887,-0.00635961,0.815167,-0.00683124,94.3293,-0.00421074,0,-0.050966608338057995,-0.17391975224018097,0.000664826,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Christian Encarnacion-Strand","30011",687952
"Jarred Kelenic","CHW",6,28,25,6,3,1,0,1,3,3,2,0,8,0,0,0,,1,0,0.219587,0.0771,0.292278,0.26379,0.282368,0.377372,0.287194,0.659741,0.157786,4.82421,0.283703,0.0219545,-0.00545571,2.70372,-0.584272,82.1241,0.0164988,0.0142059,-0.5697884876281023,-0.38332497142255306,0.000506761,999,,,,,,,28.8,4.8,28.8,4.8,,,,,,,,,,,,,,,,,,,"Jarred Kelenic","22558",672284
"Matt Koperniak","STL",2,7,6,1,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.235113,0.0700977,0.213348,0.32856,0.29258,0.350892,0.283269,0.643472,0.115779,3.89461,0.28189,-0.00263934,-0.00592523,0.65376,-0.168239,81.7816,-0.00856458,0,-0.1587795615196228,-0.07453703880310059,-0.000197692,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Matt Koperniak","sa3014834",689288
"Tim Elko","CHW",2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.232497,0.055101,0.327936,0.168023,0.279426,0.395606,0.292438,0.675033,0.163109,3.07212,0.313143,-0.00179554,-0.0064699,0.705548,-0.116451,85.7362,-0.00826544,0.00518711,-0.1252199411392212,-0.11904128268361092,-0.000485432,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Tim Elko","31522",671284
"Blake Dunn","CIN",3,14,12,3,2,0,0,0,1,1,1,0,4,0,0,0,,0,0,0.223788,0.0887998,0.298683,0.297304,0.307682,0.334161,0.28791,0.641844,0.110374,4.95121,0.312189,-0.000322645,0.0128317,1.35994,-0.284053,77.9326,0.0125091,-0.0687234,-0.351392830722034,-0.11841480806469917,-0.00072017,999,,,,,,,7.8,2.6,7.8,2.6,,,,,,,,,,,,,,,,,,,"Blake Dunn","29487",694362
"Sergio Alcántara","PHI",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.216824,0.104502,0.244695,0.42707,0.302099,0.308833,0.275935,0.610932,0.0920082,3.89596,0.284394,0.0013598,-0.00685766,0.612334,-0.209664,74.6295,-0.00549786,-0.100353,-0.21468320535495877,-0.025815993547439575,-0.000932563,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Sergio Alcantara","16417",642727
"Ben Cowles","CHC",2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.214397,0.0639992,0.292826,0.218557,0.271966,0.317165,0.26133,0.589131,0.102768,5.03796,0.295453,-0.00175381,0.00115178,0.529842,-0.292157,66.3968,-0.000602035,0,-0.2776680269744247,0.024845678359270096,-0.00219338,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Ben Cowles","sa3016976",701496
"Tanner Murray","CHW",13,56,52,12,8,3,0,1,5,5,3,0,13,1,0,0,,0,0,0.22475,0.0481001,0.242261,0.198547,0.267537,0.33936,0.265845,0.606897,0.114611,3.50011,0.281094,-0.0132272,-0.0429927,4.44273,-2.13326,67.417,-0.0562199,0,-2.193508006632328,0.24845679104328156,-0.00295868,999,,,,,,,45.3,3.484615384,45.3,3.484615384,,,,,,,,,,,,,,,,,,,"Tanner Murray","sa3016805",695020
"Riley Adams","WSN",5,19,17,4,2,1,0,1,2,2,1,0,6,0,0,0,,0,0,0.212626,0.0700009,0.327469,0.213764,0.27818,0.360608,0.280111,0.638788,0.147981,3.337,0.293665,-0.00517038,-0.0193842,1.74425,-0.510377,77.4905,-0.0245546,-0.0904817,-0.5336191672831774,0.2822034880518913,-0.00371342,999,,,,,,,20.7,4.14,20.7,4.14,,,,,,,,,,,,,,,,,,,"Riley Adams","19864",656180
"Petey Halpin","CLE",11,48,44,9,6,2,0,1,5,4,4,0,14,0,0,0,,1,0,0.21293,0.0734996,0.287058,0.256044,0.274175,0.330186,0.267205,0.604361,0.117257,4.53487,0.28558,0,-0.0188424,3.91668,-1.80157,69.7956,-0.0188424,0.162467,-1.7416776567697525,0.03900991380214691,-0.00373083,999,,,,,,,35.5,3.227272727,35.5,3.227272727,,,,,,,,,,,,,,,,,,,"Petey Halpin","27931",690984
"Will Banfield","CIN",2,6,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.203875,0.0474012,0.292415,0.162102,0.246687,0.319479,0.248291,0.566166,0.115603,3.11525,0.268968,-0.00170551,-0.0056676,0.417091,-0.33445,50.7922,-0.00737311,-0.00579873,-0.3783260164782405,0.1184296659193933,-0.00408429,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Will Banfield","23790",677943
"Victor Bericoto","SFG",3,14,13,3,2,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.232613,0.0652004,0.245021,0.266101,0.285752,0.36267,0.283537,0.648422,0.130056,3.84793,0.288667,-0.000941176,-0.0131028,1.3024,-0.331385,82.2102,-0.014044,0,-0.3055841028690338,-0.1975308656692505,-0.00442201,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Victor Bericoto","sa3008767",682674
"Christian Cairo","PHI",3,14,12,3,2,1,0,0,1,1,1,0,4,0,0,0,,1,0,0.204698,0.0920994,0.259845,0.35444,0.287089,0.284233,0.259908,0.571322,0.0795357,5.59624,0.276906,-0.00235282,0.0216499,1.04362,-0.600381,62.0197,0.0192971,0,-0.6070156749337912,0.09938271343708038,-0.00459017,999,,,,,,,12.6,4.2,12.6,4.2,,,,,,,,,,,,,,,,,,,"Christian Cairo","sa3010028",686551
"Jase Bowen","SDP",2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.215005,0.064002,0.293879,0.217783,0.271738,0.344146,0.270713,0.615884,0.12914,5.2983,0.28561,-0.0009937891,0.00490763,0.579221,-0.237672,74.7711,0.00391384,0,-0.20281212776899338,-0.07407407462596893,-0.00480245,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Jase Bowen","sa3011267",687749
"Michael Siani","LAD",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.199565,0.0882005,0.280753,0.314157,0.275402,0.293546,0.256477,0.568948,0.0939818,5.71497,0.269962,-0.00578894,0.0129173,0.499309,-0.317584,61.7892,0.00712834,0.0038593,-0.30597211234271526,0.02855065488256514,-0.00485721,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Michael Siani","22557",672279
"Trey Mancini","LAA",2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.232242,0.0687005,0.264834,0.259409,0.292729,0.379036,0.292402,0.671765,0.146793,3.28713,0.291463,-0.0111854,-0.00650816,0.700961,-0.115931,84.7902,-0.0176936,-0.0218845,-0.1416299995034933,-0.1453412901610136,-0.00500741,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Trey Mancini","15149",641820
"Troy Johnston","COL",39,167,151,39,26,7,1,4,18,18,11,0,36,3,1,1,,5,1,0.254215,0.0665002,0.213006,0.312198,0.314096,0.400676,0.311636,0.714772,0.146461,5.58305,0.303887,-0.132809,0.17624,19.5357,-0.192309,85.4132,0.0434313,-0.0313721,-2.8430836386978626,-2.764396719634533,-0.00555106,748.4099731445312,,,,,,,179.7,4.607692307,179.7,4.607692307,,,,,,,,,,,,,,,,,,,"Troy Johnston","26143",687859
"Nick Castellanos","SDP",85,366,339,83,54,17,1,11,40,44,21,1,88,3,2,0,,3,1,0.244957,0.0578114,0.239235,0.241651,0.29377,0.399393,0.300355,0.693162,0.154436,3.82643,0.296372,-0.466423,-0.227698,39.5172,-3.77817,95.0768,-0.694121,-2.52222,-2.8321706652641296,-9.411112070083618,-0.00573783,631.0399780273438,,,,,,,359.1,4.224705882,359.1,4.224705882,,,,,,,,,,,,,,,,,,,"Nick Castellanos","11737",592206
"Scott Kingery","CHC",3,14,13,3,2,0,0,0,1,1,1,0,4,0,0,0,,0,0,0.210174,0.0649996,0.295945,0.219634,0.264925,0.329172,0.261219,0.594097,0.118998,5.1498,0.282296,-0.0110907,0.00579278,1.05843,-0.585563,66.3211,-0.00529792,-0.0133088,-0.5606796396896243,0.03638251684606075,-0.00629513,999,,,,,,,6.8,2.266666666,6.8,2.266666666,,,,,,,,,,,,,,,,,,,"Scott Kingery","17975",664068
"Trey Lipscomb","WSN",2,7,6,1,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.231843,0.0552006,0.208759,0.264422,0.278084,0.332374,0.268006,0.610457,0.100531,4.30925,0.281334,-0.00452156,-0.0000756274,0.567549,-0.254449,69.1979,-0.00459719,-0.0597492,-0.25856769597157836,-0.03490356728434563,-0.00635227,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Trey Lipscomb","31567",702358
"Steward Berroa","MIL",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.202629,0.100499,0.301042,0.333837,0.288017,0.299358,0.265727,0.587375,0.0967296,6.07576,0.28699,-0.00135783,0.0233109,0.554678,-0.26732,68.3714,0.0219531,-0.0810819,-0.23883232101798058,-0.05623624846339226,-0.00651569,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Steward Berroa","22766",672642
"Tyler Wade","TEX",8,35,31,7,5,1,0,0,3,3,3,0,9,0,0,0,,1,0,0.22057,0.0861002,0.244962,0.351484,0.293351,0.29552,0.265916,0.588871,0.0749504,5.52605,0.292131,-0.004025,0.0279363,2.77873,-1.33126,69.129,0.0239113,-0.195883,-1.2417054455727339,-0.021963581442832947,-0.00676142,999,,,,,,,22,2.75,22,2.75,,,,,,,,,,,,,,,,,,,"Tyler Wade","15730",642180
"Cristian Pache","NYM",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.198169,0.0867011,0.312155,0.27775,0.273725,0.301146,0.258225,0.57487,0.102977,4.49757,0.280525,0.00092396,-0.00424996,0.512302,-0.309696,65.7784,-0.003326,-0.0383443,-0.28549113497138023,-0.01349865272641182,-0.00691688,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Cristian Pache","19948",665506
"Justin Dean","CHC",3,14,12,3,2,0,0,0,1,1,1,0,4,0,0,0,,1,0,0.205343,0.0890013,0.311725,0.285512,0.282717,0.291384,0.259574,0.574102,0.0860408,5.95656,0.29779,-0.00683396,0.03012,1.03985,-0.604151,65.1938,0.0232861,-0.0321598,-0.5506839659065008,0.017531558871269226,-0.00720113,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Justin Dean","25005",681909
"Mason McCoy","SDP",6,28,25,5,3,1,0,0,3,2,2,0,9,0,0,0,,1,0,0.201366,0.0761004,0.308591,0.246606,0.26649,0.305235,0.254538,0.571725,0.103868,5.08294,0.282824,-0.00351648,0.0304159,1.9537,-1.31387,63.6903,0.0268994,-0.125086,-1.163191631436348,0.17120996117591858,-0.00738623,999,,,,,,,13.8,2.3,13.8,2.3,,,,,,,,,,,,,,,,,,,"Mason McCoy","22232",669200
"José Azocar","ATL",2,7,6,2,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.234221,0.0507014,0.226129,0.224214,0.279139,0.335227,0.269854,0.614366,0.101006,5.74393,0.292043,0.00320797,0.00832101,0.577989,-0.244009,69.9731,0.011529,-0.00601494,-0.23605014756321907,-0.08055198285728693,-0.00871885,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Jose Azocar","18821",640492
"Matt Mervis","WSN",3,14,13,3,2,1,0,1,1,2,1,0,4,0,0,0,,0,0,0.208358,0.079799,0.303614,0.26283,0.278926,0.380709,0.287326,0.659635,0.172352,3.54671,0.265776,-0.0170789,-0.0117652,1.35335,-0.290651,82.4326,-0.0288441,0.0183286,-0.3185381703078747,-0.23012820072472095,-0.0087884,999,,,,,,,19.1,6.366666666,19.1,6.366666666,,,,,,,,,,,,,,,,,,,"Matt Mervis","27845",670223
"Manuel Margot",,5,21,19,5,3,1,0,0,2,2,1,0,4,0,0,0,,0,0,0.239944,0.0619997,0.190621,0.325251,0.293963,0.337041,0.279215,0.631003,0.0970972,4.05134,0.287369,0.006698,-0.0192145,1.89259,-0.573409,76.5146,-0.0125165,-0.277967,-0.591829196549952,-0.20342984795570374,-0.00909636,999,,,,,,,14.9,2.98,14.9,2.98,,,,,,,,,,,,,,,,,,,"Manuel Margot","14712",622534
